image,attack,branch,message,predicted,bit_accuracy,confidence,mask_pixels,used_fallback
ducks.jpg,jpeg_q20,jpeg_mask_keep4,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,0.983136,30457,0
ducks.jpg,resize_0.75_jpeg_q50,identity,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,0.997555,32432,0
ducks.jpg,resize_0.75_jpeg_q50,real_jpeg_q90,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,0.997431,32452,0
ducks.jpg,resize_0.75_jpeg_q50,real_jpeg_q70,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,0.996503,32506,0
ducks.jpg,resize_0.75_jpeg_q50,real_jpeg_q50,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,0.997609,32430,0
ducks.jpg,resize_0.75_jpeg_q50,jpeg_mask_keep10,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,0.997517,32440,0
ducks.jpg,resize_0.75_jpeg_q50,jpeg_mask_keep8,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,0.997499,32437,0
ducks.jpg,resize_0.75_jpeg_q50,jpeg_mask_keep6,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,0.997566,32438,0
ducks.jpg,resize_0.75_jpeg_q50,jpeg_mask_keep4,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,0.997495,32435,0
ducks.jpg,resize_0.5_jpeg_q50,identity,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,0.998078,32525,0
ducks.jpg,resize_0.5_jpeg_q50,real_jpeg_q90,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,0.998054,32548,0
ducks.jpg,resize_0.5_jpeg_q50,real_jpeg_q70,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,0.997225,32615,0
ducks.jpg,resize_0.5_jpeg_q50,real_jpeg_q50,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,0.998110,32529,0
ducks.jpg,resize_0.5_jpeg_q50,jpeg_mask_keep10,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,0.998044,32522,0
ducks.jpg,resize_0.5_jpeg_q50,jpeg_mask_keep8,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,0.998050,32521,0
ducks.jpg,resize_0.5_jpeg_q50,jpeg_mask_keep6,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,0.998020,32528,0
ducks.jpg,resize_0.5_jpeg_q50,jpeg_mask_keep4,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,0.998007,32531,0
ducks.jpg,resize_0.25_jpeg_q50,identity,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,0.998305,32485,0
ducks.jpg,resize_0.25_jpeg_q50,real_jpeg_q90,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,0.998371,32530,0
ducks.jpg,resize_0.25_jpeg_q50,real_jpeg_q70,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,0.997000,32605,0
ducks.jpg,resize_0.25_jpeg_q50,real_jpeg_q50,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,0.998308,32477,0
ducks.jpg,resize_0.25_jpeg_q50,jpeg_mask_keep10,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,0.998311,32480,0
ducks.jpg,resize_0.25_jpeg_q50,jpeg_mask_keep8,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,0.998322,32478,0
ducks.jpg,resize_0.25_jpeg_q50,jpeg_mask_keep6,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,0.998307,32484,0
ducks.jpg,resize_0.25_jpeg_q50,jpeg_mask_keep4,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,0.998285,32480,0
ducks.jpg,jpeg_q50_then_q30,identity,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,0.988633,30635,0
ducks.jpg,jpeg_q50_then_q30,real_jpeg_q90,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,0.988125,30619,0
ducks.jpg,jpeg_q50_then_q30,real_jpeg_q70,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,0.984166,30643,0
ducks.jpg,jpeg_q50_then_q30,real_jpeg_q50,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,0.986986,30509,0
ducks.jpg,jpeg_q50_then_q30,jpeg_mask_keep10,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,0.988419,30635,0
ducks.jpg,jpeg_q50_then_q30,jpeg_mask_keep8,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,0.988347,30633,0
ducks.jpg,jpeg_q50_then_q30,jpeg_mask_keep6,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,0.988536,30626,0
ducks.jpg,jpeg_q50_then_q30,jpeg_mask_keep4,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,0.988501,30631,0
gauguin_256.jpg,jpeg_q95,identity,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,0.995947,33495,0
gauguin_256.jpg,jpeg_q95,real_jpeg_q90,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,0.920492,32458,0
gauguin_256.jpg,jpeg_q95,real_jpeg_q70,11101001100100000111100001001010,11000001110100000110100001011010,0.843750,0.675488,29137,0
gauguin_256.jpg,jpeg_q95,real_jpeg_q50,11101001100100000111100001001010,11100001100000000111100000011010,0.875000,0.664021,19916,0
gauguin_256.jpg,jpeg_q95,jpeg_mask_keep10,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,0.995771,33479,0
gauguin_256.jpg,jpeg_q95,jpeg_mask_keep8,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,0.995959,33502,0
