attack,mean_bit_accuracy,message_success_rate,num_samples,method
rotate_327,0.656250,0.0000,1,angle_scan
rotate_330,0.500000,0.0000,1,angle_scan
rotate_337,0.500000,0.0000,2,angle_scan
rotate_339,0.515625,0.0000,2,angle_scan
rotate_34,0.703125,0.0000,2,angle_scan
rotate_343,0.500000,0.0000,1,angle_scan
rotate_344,0.500000,0.0000,1,angle_scan
rotate_345,0.523438,0.0000,4,angle_scan
rotate_347,0.531250,0.0000,1,angle_scan
rotate_348,0.531250,0.0000,1,angle_scan
rotate_35,0.781250,0.0000,1,angle_scan
rotate_350,0.687500,0.0000,1,angle_scan
rotate_351,0.781250,0.0000,1,angle_scan
rotate_38,0.875000,0.0000,1,angle_scan
rotate_4,0.843750,0.0000,1,angle_scan
rotate_40,0.875000,0.0000,1,angle_scan
rotate_43,0.968750,0.0000,1,angle_scan
rotate_44,1.000000,1.0000,1,angle_scan
rotate_45_crop_50,0.925625,0.0000,50,angle_scan
rotate_47,0.937500,0.0000,1,angle_scan
rotate_50,0.937500,0.0000,1,angle_scan
rotate_51,0.968750,0.0000,1,angle_scan
rotate_52,0.890625,0.0000,2,angle_scan
rotate_53,0.812500,0.0000,1,angle_scan
rotate_54,0.750000,0.0000,1,angle_scan
rotate_59,0.562500,0.0000,1,angle_scan
rotate_61,0.562500,0.0000,2,angle_scan
rotate_62,0.531250,0.0000,1,angle_scan
rotate_74,0.531250,0.0000,1,angle_scan
rotate_8,0.828125,0.0000,2,angle_scan
rotate_80,0.656250,0.0000,1,angle_scan
rotate_85,0.875000,0.0000,1,angle_scan
rotate_88,0.937500,0.0000,1,angle_scan
rotate_96,0.875000,0.0000,1,angle_scan
rotate_97,0.843750,0.0000,1,angle_scan
rotate_98,0.812500,0.0000,1,angle_scan
