image,attack,bit_accuracy,message_success
000000159311.png,jpeg_q30,1.000000,1
000000159399.png,none,1.000000,1
000000159399.png,center_crop_0.5,1.000000,1
000000159399.png,center_crop_0.75,1.000000,1
000000159399.png,random_crop_0.5,1.000000,1
000000159399.png,jpeg_q30,1.000000,1
000000159458.png,none,1.000000,1
000000159458.png,center_crop_0.5,1.000000,1
000000159458.png,center_crop_0.75,1.000000,1
000000159458.png,random_crop_0.5,0.700000,0
000000159458.png,jpeg_q30,1.000000,1
000000159684.png,none,1.000000,1
000000159684.png,center_crop_0.5,1.000000,1
000000159684.png,center_crop_0.75,1.000000,1
000000159684.png,random_crop_0.5,0.900000,0
000000159684.png,jpeg_q30,1.000000,1
000000159791.png,none,1.000000,1
000000159791.png,center_crop_0.5,1.000000,1
000000159791.png,center_crop_0.75,1.000000,1
000000159791.png,random_crop_0.5,0.900000,0
000000159791.png,jpeg_q30,1.000000,1
000000159977.png,none,1.000000,1
000000159977.png,center_crop_0.5,1.000000,1
000000159977.png,center_crop_0.75,1.000000,1
000000159977.png,random_crop_0.5,0.800000,0
000000159977.png,jpeg_q30,1.000000,1
000000160012.png,none,1.000000,1
000000160012.png,center_crop_0.5,1.000000,1
000000160012.png,center_crop_0.75,1.000000,1
000000160012.png,random_crop_0.5,1.000000,1
000000160012.png,jpeg_q30,1.000000,1
000000160556.png,none,1.000000,1
000000160556.png,center_crop_0.5,1.000000,1
000000160556.png,center_crop_0.75,1.000000,1
000000160556.png,random_crop_0.5,0.700000,0
000000160556.png,jpeg_q30,1.000000,1
000000160666.png,none,1.000000,1
000000160666.png,center_crop_0.5,1.000000,1
000000160666.png,center_crop_0.75,1.000000,1
000000160666.png,random_crop_0.5,0.800000,0
000000160666.png,jpeg_q30,1.000000,1
000000160728.png,none,1.000000,1
000000160728.png,center_crop_0.5,1.000000,1
000000160728.png,center_crop_0.75,1.000000,1
000000160728.png,random_crop_0.5,0.700000,0
000000160728.png,jpeg_q30,1.000000,1
000000160772.png,none,1.000000,1
000000160772.png,center_crop_0.5,1.000000,1
000000160772.png,center_crop_0.75,1.000000,1
000000160772.png,random_crop_0.5,0.800000,0
000000160772.png,jpeg_q30,1.000000,1
000000160864.png,none,1.000000,1
000000160864.png,center_crop_0.5,1.000000,1
000000160864.png,center_crop_0.75,1.000000,1
000000160864.png,random_crop_0.5,0.700000,0
000000160864.png,jpeg_q30,1.000000,1
000000161008.png,none,1.000000,1
000000161008.png,center_crop_0.5,1.000000,1
000000161008.png,center_crop_0.75,1.000000,1
000000161008.png,random_crop_0.5,0.900000,0
000000161008.png,jpeg_q30,1.000000,1
000000161032.png,none,1.000000,1
000000161032.png,center_crop_0.5,1.000000,1
000000161032.png,center_crop_0.75,1.000000,1
000000161032.png,random_crop_0.5,0.800000,0
000000161032.png,jpeg_q30,1.000000,1
000000161044.png,none,1.000000,1
000000161044.png,center_crop_0.5,1.000000,1
000000161044.png,center_crop_0.75,1.000000,1
000000161044.png,random_crop_0.5,0.800000,0
000000161044.png,jpeg_q30,1.000000,1
000000161128.png,none,1.000000,1
000000161128.png,center_crop_0.5,1.000000,1
000000161128.png,center_crop_0.75,1.000000,1
000000161128.png,random_crop_0.5,0.900000,0
000000161128.png,jpeg_q30,1.000000,1
000000161397.png,none,1.000000,1
000000161397.png,center_crop_0.5,1.000000,1
000000161397.png,center_crop_0.75,1.000000,1
000000161397.png,random_crop_0.5,1.000000,1
000000161397.png,jpeg_q30,1.000000,1
000000161609.png,none,1.000000,1
000000161609.png,center_crop_0.5,1.000000,1
000000161609.png,center_crop_0.75,1.000000,1
000000161609.png,random_crop_0.5,0.700000,0
000000161609.png,jpeg_q30,1.000000,1
000000161642.png,none,1.000000,1
000000161642.png,center_crop_0.5,1.000000,1
000000161642.png,center_crop_0.75,1.000000,1
000000161642.png,random_crop_0.5,0.900000,0
000000161642.png,jpeg_q30,1.000000,1
000000161781.png,none,1.000000,1
000000161781.png,center_crop_0.5,1.000000,1
000000161781.png,center_crop_0.75,1.000000,1
000000161781.png,random_crop_0.5,0.900000,0
000000161781.png,jpeg_q30,1.000000,1
000000161799.png,none,1.000000,1
000000161799.png,center_crop_0.5,1.000000,1
000000161799.png,center_crop_0.75,1.000000,1
000000161799.png,random_crop_0.5,0.900000,0
000000161799.png,jpeg_q30,1.000000,1
000000161820.png,none,1.000000,1
000000161820.png,center_crop_0.5,1.000000,1
000000161820.png,center_crop_0.75,1.000000,1
000000161820.png,random_crop_0.5,0.700000,0
000000161820.png,jpeg_q30,1.000000,1
000000161861.png,none,1.000000,1
000000161861.png,center_crop_0.5,1.000000,1
000000161861.png,center_crop_0.75,1.000000,1
000000161861.png,random_crop_0.5,0.700000,0
000000161861.png,jpeg_q30,1.000000,1
000000161875.png,none,1.000000,1
000000161875.png,center_crop_0.5,1.000000,1
000000161875.png,center_crop_0.75,1.000000,1
000000161875.png,random_crop_0.5,0.900000,0
000000161875.png,jpeg_q30,1.000000,1
000000161879.png,none,1.000000,1
000000161879.png,center_crop_0.5,1.000000,1
000000161879.png,center_crop_0.75,1.000000,1
000000161879.png,random_crop_0.5,0.900000,0
000000161879.png,jpeg_q30,1.000000,1
000000161925.png,none,1.000000,1
000000161925.png,center_crop_0.5,1.000000,1
000000161925.png,center_crop_0.75,1.000000,1
000000161925.png,random_crop_0.5,0.900000,0
000000161925.png,jpeg_q30,1.000000,1
000000161978.png,none,1.000000,1
000000161978.png,center_crop_0.5,1.000000,1
000000161978.png,center_crop_0.75,1.000000,1
000000161978.png,random_crop_0.5,0.700000,0
000000161978.png,jpeg_q30,1.000000,1
000000162035.png,none,1.000000,1
000000162035.png,center_crop_0.5,1.000000,1
000000162035.png,center_crop_0.75,1.000000,1
000000162035.png,random_crop_0.5,0.700000,0
000000162035.png,jpeg_q30,1.000000,1
000000162092.png,none,1.000000,1
000000162092.png,center_crop_0.5,1.000000,1
000000162092.png,center_crop_0.75,1.000000,1
000000162092.png,random_crop_0.5,1.000000,1
000000162092.png,jpeg_q30,1.000000,1
