scheme,scenario,attack,decode_method,mean_source_accuracy,min_source_accuracy,source_success_rate,mean_mask_pixels,mean_composite_psnr,num_source_rows
single_center50_s2.5,three_sources_extreme_downsize,resize_0.5_jpeg70,oracle_box_raw,0.531250,0.437500,0.000000,59827.3,16.2995,3
single_center50_s2.5,two_sources_downsize,jpeg_q50,global_full_canvas,0.421875,0.375000,0.000000,4071.0,17.1884,2
single_center50_s2.5,two_sources_downsize,jpeg_q50,localized_resize,0.984375,0.968750,0.500000,35504.5,17.1884,2
single_center50_s2.5,two_sources_downsize,jpeg_q50,oracle_box_raw,0.984375,0.968750,0.500000,35504.5,17.1884,2
single_center50_s2.5,two_sources_downsize,jpeg_q70,global_full_canvas,0.359375,0.343750,0.000000,3224.0,17.1884,2
single_center50_s2.5,two_sources_downsize,jpeg_q70,localized_resize,0.984375,0.968750,0.500000,35393.5,17.1884,2
single_center50_s2.5,two_sources_downsize,jpeg_q70,oracle_box_raw,0.984375,0.968750,0.500000,35393.5,17.1884,2
single_center50_s2.5,two_sources_downsize,none,global_full_canvas,0.359375,0.343750,0.000000,2721.0,17.1884,2
single_center50_s2.5,two_sources_downsize,none,localized_resize,1.000000,1.000000,1.000000,34566.5,17.1884,2
single_center50_s2.5,two_sources_downsize,none,oracle_box_raw,1.000000,1.000000,1.000000,34566.5,17.1884,2
single_center50_s2.5,two_sources_downsize,resize_0.5_jpeg70,global_full_canvas,0.359375,0.343750,0.000000,3794.0,17.1884,2
single_center50_s2.5,two_sources_downsize,resize_0.5_jpeg70,localized_resize,0.968750,0.937500,0.500000,36390.5,17.1884,2
single_center50_s2.5,two_sources_downsize,resize_0.5_jpeg70,oracle_box_raw,0.968750,0.937500,0.500000,36390.5,17.1884,2
