image,scheme,scaling_w,area_percent,block_count,coding,attack,payload,decoded_payload,payload_accuracy,payload_success,full_message,predicted_full_message,full_bit_accuracy,psnr_watermarked,psnr_attacked,mask_pixels,used_fallback
alpaca.jpg,dwsf_q30_5block,2.5000,30,5,rep3_interleaved10,resize_0.25_jpeg_q50,1001001011,1001001011,1.000000,1,10010010111001001011100100101110,10010010111001001011100100101110,1.000000,39.2749,19.6879,20328,0
ducks.jpg,dwsf_q30_5block,2.5000,30,5,rep3_interleaved10,none,1001001011,1001001011,1.000000,1,10010010111001001011100100101110,10010010111001001011100100101110,1.000000,44.5814,44.5814,19945,0
ducks.jpg,dwsf_q30_5block,2.5000,30,5,rep3_interleaved10,crop_bottom_right_50,1001001011,1001001011,1.000000,1,10010010111001001011100100101110,10010010111001001011100100101110,1.000000,44.5814,11.3040,19917,0
ducks.jpg,dwsf_q30_5block,2.5000,30,5,rep3_interleaved10,crop_center_50,1001001011,1001001011,1.000000,1,10010010111001001011100100101110,10010010111000001011100100101110,0.968750,44.5814,10.8256,15572,0
ducks.jpg,dwsf_q30_5block,2.5000,30,5,rep3_interleaved10,jpeg_q30,1001001011,1001001011,1.000000,1,10010010111001001011100100101110,10010010111001001011100100101110,1.000000,44.5814,32.6433,19783,0
ducks.jpg,dwsf_q30_5block,2.5000,30,5,rep3_interleaved10,jpeg_q20,1001001011,1001001011,1.000000,1,10010010111001001011100100101110,10010010111001001011100100101110,1.000000,44.5814,31.3243,18014,0
ducks.jpg,dwsf_q30_5block,2.5000,30,5,rep3_interleaved10,resize_0.25_jpeg_q50,1001001011,1001001011,1.000000,1,10010010111001001011100100101110,10010010111001001011100100101110,1.000000,44.5814,28.8678,20021,0
gauguin_256.jpg,dwsf_q30_5block,2.5000,30,5,rep3_interleaved10,none,1001001011,1001001011,1.000000,1,10010010111001001011100100101110,10010010111001001011100100101110,1.000000,42.8154,42.8154,20399,0
gauguin_256.jpg,dwsf_q30_5block,2.5000,30,5,rep3_interleaved10,crop_bottom_right_50,1001001011,0000001011,0.800000,0,10010010111001001011100100101110,00010010110000000011000000100110,0.781250,42.8154,11.6837,20415,0
gauguin_256.jpg,dwsf_q30_5block,2.5000,30,5,rep3_interleaved10,crop_center_50,1001001011,1001001011,1.000000,1,10010010111001001011100100101110,10010010010001001111100000001110,0.843750,42.8154,13.0512,16734,0
