image,attack,bit_accuracy,message_success
000000388927.png,center_crop_0.75,1.000000,1
000000388927.png,random_crop_0.5,0.700000,0
000000388927.png,jpeg_q30,1.000000,1
000000389109.png,none,1.000000,1
000000389109.png,center_crop_0.5,1.000000,1
000000389109.png,center_crop_0.75,1.000000,1
000000389109.png,random_crop_0.5,0.900000,0
000000389109.png,jpeg_q30,1.000000,1
000000389197.png,none,1.000000,1
000000389197.png,center_crop_0.5,1.000000,1
000000389197.png,center_crop_0.75,1.000000,1
000000389197.png,random_crop_0.5,0.800000,0
000000389197.png,jpeg_q30,1.000000,1
000000389315.png,none,1.000000,1
000000389315.png,center_crop_0.5,1.000000,1
000000389315.png,center_crop_0.75,1.000000,1
000000389315.png,random_crop_0.5,0.900000,0
000000389315.png,jpeg_q30,1.000000,1
000000389316.png,none,1.000000,1
000000389316.png,center_crop_0.5,1.000000,1
000000389316.png,center_crop_0.75,1.000000,1
000000389316.png,random_crop_0.5,0.900000,0
000000389316.png,jpeg_q30,1.000000,1
000000389381.png,none,1.000000,1
000000389381.png,center_crop_0.5,1.000000,1
000000389381.png,center_crop_0.75,1.000000,1
000000389381.png,random_crop_0.5,0.700000,0
000000389381.png,jpeg_q30,1.000000,1
000000389451.png,none,1.000000,1
000000389451.png,center_crop_0.5,1.000000,1
000000389451.png,center_crop_0.75,1.000000,1
000000389451.png,random_crop_0.5,0.700000,0
000000389451.png,jpeg_q30,1.000000,1
000000389532.png,none,1.000000,1
000000389532.png,center_crop_0.5,1.000000,1
000000389532.png,center_crop_0.75,1.000000,1
000000389532.png,random_crop_0.5,1.000000,1
000000389532.png,jpeg_q30,1.000000,1
000000389566.png,none,1.000000,1
000000389566.png,center_crop_0.5,1.000000,1
000000389566.png,center_crop_0.75,1.000000,1
000000389566.png,random_crop_0.5,0.800000,0
000000389566.png,jpeg_q30,1.000000,1
000000389684.png,none,1.000000,1
000000389684.png,center_crop_0.5,1.000000,1
000000389684.png,center_crop_0.75,1.000000,1
000000389684.png,random_crop_0.5,0.700000,0
000000389684.png,jpeg_q30,1.000000,1
000000389804.png,none,1.000000,1
000000389804.png,center_crop_0.5,1.000000,1
000000389804.png,center_crop_0.75,1.000000,1
000000389804.png,random_crop_0.5,0.700000,0
000000389804.png,jpeg_q30,1.000000,1
000000389812.png,none,1.000000,1
000000389812.png,center_crop_0.5,1.000000,1
000000389812.png,center_crop_0.75,1.000000,1
000000389812.png,random_crop_0.5,0.700000,0
000000389812.png,jpeg_q30,1.000000,1
000000389933.png,none,1.000000,1
000000389933.png,center_crop_0.5,1.000000,1
000000389933.png,center_crop_0.75,1.000000,1
000000389933.png,random_crop_0.5,0.800000,0
000000389933.png,jpeg_q30,1.000000,1
000000390246.png,none,1.000000,1
000000390246.png,center_crop_0.5,1.000000,1
000000390246.png,center_crop_0.75,1.000000,1
000000390246.png,random_crop_0.5,0.800000,0
000000390246.png,jpeg_q30,1.000000,1
000000390301.png,none,1.000000,1
000000390301.png,center_crop_0.5,1.000000,1
000000390301.png,center_crop_0.75,1.000000,1
000000390301.png,random_crop_0.5,0.900000,0
000000390301.png,jpeg_q30,1.000000,1
000000390555.png,none,1.000000,1
000000390555.png,center_crop_0.5,1.000000,1
000000390555.png,center_crop_0.75,1.000000,1
000000390555.png,random_crop_0.5,0.700000,0
000000390555.png,jpeg_q30,1.000000,1
000000390826.png,none,1.000000,1
000000390826.png,center_crop_0.5,1.000000,1
000000390826.png,center_crop_0.75,1.000000,1
000000390826.png,random_crop_0.5,0.900000,0
000000390826.png,jpeg_q30,1.000000,1
000000390902.png,none,1.000000,1
000000390902.png,center_crop_0.5,1.000000,1
000000390902.png,center_crop_0.75,1.000000,1
000000390902.png,random_crop_0.5,0.900000,0
000000390902.png,jpeg_q30,1.000000,1
000000391140.png,none,1.000000,1
000000391140.png,center_crop_0.5,1.000000,1
000000391140.png,center_crop_0.75,1.000000,1
000000391140.png,random_crop_0.5,0.900000,0
000000391140.png,jpeg_q30,1.000000,1
000000391144.png,none,1.000000,1
000000391144.png,center_crop_0.5,1.000000,1
000000391144.png,center_crop_0.75,1.000000,1
000000391144.png,random_crop_0.5,0.700000,0
000000391144.png,jpeg_q30,1.000000,1
000000391290.png,none,1.000000,1
000000391290.png,center_crop_0.5,1.000000,1
000000391290.png,center_crop_0.75,1.000000,1
000000391290.png,random_crop_0.5,0.700000,0
000000391290.png,jpeg_q30,1.000000,1
000000391375.png,none,1.000000,1
000000391375.png,center_crop_0.5,1.000000,1
000000391375.png,center_crop_0.75,1.000000,1
000000391375.png,random_crop_0.5,0.900000,0
000000391375.png,jpeg_q30,1.000000,1
000000391648.png,none,1.000000,1
000000391648.png,center_crop_0.5,1.000000,1
000000391648.png,center_crop_0.75,1.000000,1
000000391648.png,random_crop_0.5,0.900000,0
000000391648.png,jpeg_q30,1.000000,1
000000391722.png,none,1.000000,1
000000391722.png,center_crop_0.5,1.000000,1
000000391722.png,center_crop_0.75,1.000000,1
000000391722.png,random_crop_0.5,0.900000,0
000000391722.png,jpeg_q30,1.000000,1
000000392228.png,none,1.000000,1
000000392228.png,center_crop_0.5,1.000000,1
000000392228.png,center_crop_0.75,1.000000,1
000000392228.png,random_crop_0.5,0.700000,0
000000392228.png,jpeg_q30,1.000000,1
000000392481.png,none,1.000000,1
000000392481.png,center_crop_0.5,1.000000,1
000000392481.png,center_crop_0.75,1.000000,1
000000392481.png,random_crop_0.5,0.700000,0
000000392481.png,jpeg_q30,1.000000,1
000000392722.png,none,1.000000,1
000000392722.png,center_crop_0.5,1.000000,1
000000392722.png,center_crop_0.75,1.000000,1
000000392722.png,random_crop_0.5,1.000000,1
000000392722.png,jpeg_q30,1.000000,1
