scheme,scenario,attack,decode_method,source_idx,source_image,target_message,predicted_message,bit_accuracy,source_success,mask_pixels,used_fallback,composite_psnr,box
dwsf_q50_s3.0,two_sources_downsize,jpeg_q70,global_full_canvas,1,ducks.jpg,11100110010110111101011101111001,00000000000000000000000000000000,0.000000,0,0,1,41.9351,"270,172,450,352"
dwsf_q50_s3.0,two_sources_downsize,jpeg_q70,oracle_box_raw,1,ducks.jpg,11100110010110111101011101111001,10100110010110110000010101011010,0.750000,0,7445,0,41.9351,"270,172,450,352"
dwsf_q50_s3.0,two_sources_downsize,jpeg_q70,must_mer_resize,1,ducks.jpg,11100110010110111101011101111001,11000100110110010100010001011010,0.656250,0,7558,0,41.9351,"270,172,450,352"
dwsf_q50_s3.0,two_sources_downsize,jpeg_q50,global_full_canvas,0,alpaca.jpg,11110000101101111111011110100010,00000000000000000000000000000000,0.000000,0,0,1,41.9351,"34,42,222,230"
dwsf_q50_s3.0,two_sources_downsize,jpeg_q50,oracle_box_raw,0,alpaca.jpg,11110000101101111111011110100010,10001001000000000100001101110000,0.406250,0,4347,0,41.9351,"34,42,222,230"
dwsf_q50_s3.0,two_sources_downsize,jpeg_q50,must_mer_resize,0,alpaca.jpg,11110000101101111111011110100010,10001000000000000100001101110000,0.437500,0,3512,0,41.9351,"34,42,222,230"
dwsf_q50_s3.0,two_sources_downsize,jpeg_q50,global_full_canvas,1,ducks.jpg,11100110010110111101011101111001,00000000000000000000000000000000,0.000000,0,0,1,41.9351,"270,172,450,352"
dwsf_q50_s3.0,two_sources_downsize,jpeg_q50,oracle_box_raw,1,ducks.jpg,11100110010110111101011101111001,00000001000010000001010000000100,0.375000,0,12321,0,41.9351,"270,172,450,352"
dwsf_q50_s3.0,two_sources_downsize,jpeg_q50,must_mer_resize,1,ducks.jpg,11100110010110111101011101111001,00000001000000000000010000000100,0.312500,0,12084,0,41.9351,"270,172,450,352"
dwsf_q50_s3.0,two_sources_downsize,resize_0.5_jpeg70,global_full_canvas,0,alpaca.jpg,11110000101101111111011110100010,00000000000000000000000000000000,0.000000,0,0,1,41.9351,"34,42,222,230"
dwsf_q50_s3.0,two_sources_downsize,resize_0.5_jpeg70,oracle_box_raw,0,alpaca.jpg,11110000101101111111011110100010,10110000000001001000001000010000,0.531250,0,16691,0,41.9351,"34,42,222,230"
dwsf_q50_s3.0,two_sources_downsize,resize_0.5_jpeg70,must_mer_resize,0,alpaca.jpg,11110000101101111111011110100010,10110000000001001000001000110000,0.562500,0,15590,0,41.9351,"34,42,222,230"
dwsf_q50_s3.0,two_sources_downsize,resize_0.5_jpeg70,global_full_canvas,1,ducks.jpg,11100110010110111101011101111001,00000000000000000000000000000000,0.000000,0,0,1,41.9351,"270,172,450,352"
dwsf_q50_s3.0,two_sources_downsize,resize_0.5_jpeg70,oracle_box_raw,1,ducks.jpg,11100110010110111101011101111001,00000000000000000000000000000000,0.000000,0,0,1,41.9351,"270,172,450,352"
dwsf_q50_s3.0,two_sources_downsize,resize_0.5_jpeg70,must_mer_resize,1,ducks.jpg,11100110010110111101011101111001,00000000000000000000000000000000,0.000000,0,0,1,41.9351,"270,172,450,352"
dwsf_q50_s3.0,three_sources_extreme_downsize,none,global_full_canvas,0,alpaca.jpg,11110000101101111111011110100010,00100001000000000000000011000010,0.406250,0,3193,0,44.1711,"30,36,164,170"
dwsf_q50_s3.0,three_sources_extreme_downsize,none,oracle_box_raw,0,alpaca.jpg,11110000101101111111011110100010,11110000101101111111011110100010,1.000000,1,29970,0,44.1711,"30,36,164,170"
dwsf_q50_s3.0,three_sources_extreme_downsize,none,must_mer_resize,0,alpaca.jpg,11110000101101111111011110100010,11110000101101111111011110100010,1.000000,1,30126,0,44.1711,"30,36,164,170"
dwsf_q50_s3.0,three_sources_extreme_downsize,none,global_full_canvas,1,ducks.jpg,11100110010110111101011101111001,00100001000000000000000011000010,0.312500,0,3193,0,44.1711,"188,88,318,218"
dwsf_q50_s3.0,three_sources_extreme_downsize,none,oracle_box_raw,1,ducks.jpg,11100110010110111101011101111001,11100110010110111101011101111001,1.000000,1,29123,0,44.1711,"188,88,318,218"
dwsf_q50_s3.0,three_sources_extreme_downsize,none,must_mer_resize,1,ducks.jpg,11100110010110111101011101111001,11100110010110111101011101111001,1.000000,1,29164,0,44.1711,"188,88,318,218"
dwsf_q50_s3.0,three_sources_extreme_downsize,none,global_full_canvas,2,gauguin_256.jpg,11101110111011000111100001000010,00100001000000000000000011000010,0.500000,0,3193,0,44.1711,"336,260,466,390"
dwsf_q50_s3.0,three_sources_extreme_downsize,none,oracle_box_raw,2,gauguin_256.jpg,11101110111011000111100001000010,11101110111011000111100001000010,1.000000,1,29481,0,44.1711,"336,260,466,390"
dwsf_q50_s3.0,three_sources_extreme_downsize,none,must_mer_resize,2,gauguin_256.jpg,11101110111011000111100001000010,11101110111011000111100001000010,1.000000,1,29525,0,44.1711,"336,260,466,390"
dwsf_q50_s3.0,three_sources_extreme_downsize,jpeg_q70,global_full_canvas,0,alpaca.jpg,11110000101101111111011110100010,00100001000000000000000001010010,0.343750,0,3434,0,44.1711,"30,36,164,170"
dwsf_q50_s3.0,three_sources_extreme_downsize,jpeg_q70,oracle_box_raw,0,alpaca.jpg,11110000101101111111011110100010,00000100000000000001010001010111,0.312500,0,1800,0,44.1711,"30,36,164,170"
dwsf_q50_s3.0,three_sources_extreme_downsize,jpeg_q70,must_mer_resize,0,alpaca.jpg,11110000101101111111011110100010,00000100000000000001010000010111,0.343750,0,1644,0,44.1711,"30,36,164,170"
dwsf_q50_s3.0,three_sources_extreme_downsize,jpeg_q70,global_full_canvas,1,ducks.jpg,11100110010110111101011101111001,00100001000000000000000001010010,0.375000,0,3434,0,44.1711,"188,88,318,218"
dwsf_q50_s3.0,three_sources_extreme_downsize,jpeg_q70,oracle_box_raw,1,ducks.jpg,11100110010110111101011101111001,00000000000000000110000000000010,0.312500,0,12684,0,44.1711,"188,88,318,218"
dwsf_q50_s3.0,three_sources_extreme_downsize,jpeg_q70,must_mer_resize,1,ducks.jpg,11100110010110111101011101111001,00000000000000000110000000000010,0.312500,0,13420,0,44.1711,"188,88,318,218"
dwsf_q50_s3.0,three_sources_extreme_downsize,jpeg_q70,global_full_canvas,2,gauguin_256.jpg,11101110111011000111100001000010,00100001000000000000000001010010,0.500000,0,3434,0,44.1711,"336,260,466,390"
dwsf_q50_s3.0,three_sources_extreme_downsize,jpeg_q70,oracle_box_raw,2,gauguin_256.jpg,11101110111011000111100001000010,00000000000010000000000000000000,0.500000,0,1336,0,44.1711,"336,260,466,390"
dwsf_q50_s3.0,three_sources_extreme_downsize,jpeg_q70,must_mer_resize,2,gauguin_256.jpg,11101110111011000111100001000010,00000001000010000000000100010000,0.406250,0,1572,0,44.1711,"336,260,466,390"
dwsf_q50_s3.0,three_sources_extreme_downsize,jpeg_q50,global_full_canvas,0,alpaca.jpg,11110000101101111111011110100010,00000000000000000000000000000000,0.375000,0,202,0,44.1711,"30,36,164,170"
dwsf_q50_s3.0,three_sources_extreme_downsize,jpeg_q50,oracle_box_raw,0,alpaca.jpg,11110000101101111111011110100010,00000100000000000000000000010000,0.312500,0,3022,0,44.1711,"30,36,164,170"
dwsf_q50_s3.0,three_sources_extreme_downsize,jpeg_q50,must_mer_resize,0,alpaca.jpg,11110000101101111111011110100010,00000100100000000000000000010001,0.312500,0,2981,0,44.1711,"30,36,164,170"
dwsf_q50_s3.0,three_sources_extreme_downsize,jpeg_q50,global_full_canvas,1,ducks.jpg,11100110010110111101011101111001,00000000000000000000000000000000,0.343750,0,202,0,44.1711,"188,88,318,218"
dwsf_q50_s3.0,three_sources_extreme_downsize,jpeg_q50,oracle_box_raw,1,ducks.jpg,11100110010110111101011101111001,00000000000000000000000000000000,0.000000,0,0,1,44.1711,"188,88,318,218"
dwsf_q50_s3.0,three_sources_extreme_downsize,jpeg_q50,must_mer_resize,1,ducks.jpg,11100110010110111101011101111001,00000000000000000000000000000000,0.000000,0,0,1,44.1711,"188,88,318,218"
dwsf_q50_s3.0,three_sources_extreme_downsize,jpeg_q50,global_full_canvas,2,gauguin_256.jpg,11101110111011000111100001000010,00000000000000000000000000000000,0.468750,0,202,0,44.1711,"336,260,466,390"
dwsf_q50_s3.0,three_sources_extreme_downsize,jpeg_q50,oracle_box_raw,2,gauguin_256.jpg,11101110111011000111100001000010,00000000000000000000000000000000,0.000000,0,0,1,44.1711,"336,260,466,390"
dwsf_q50_s3.0,three_sources_extreme_downsize,jpeg_q50,must_mer_resize,2,gauguin_256.jpg,11101110111011000111100001000010,00000000000000000000000000000000,0.000000,0,0,1,44.1711,"336,260,466,390"
dwsf_q50_s3.0,three_sources_extreme_downsize,resize_0.5_jpeg70,global_full_canvas,0,alpaca.jpg,11110000101101111111011110100010,00111001000100000000000011010001,0.343750,0,3598,0,44.1711,"30,36,164,170"
dwsf_q50_s3.0,three_sources_extreme_downsize,resize_0.5_jpeg70,oracle_box_raw,0,alpaca.jpg,11110000101101111111011110100010,00000000000000000000000000000000,0.375000,0,238,0,44.1711,"30,36,164,170"
dwsf_q50_s3.0,three_sources_extreme_downsize,resize_0.5_jpeg70,must_mer_resize,0,alpaca.jpg,11110000101101111111011110100010,00000100000000000000000000000000,0.343750,0,239,0,44.1711,"30,36,164,170"
dwsf_q50_s3.0,three_sources_extreme_downsize,resize_0.5_jpeg70,global_full_canvas,1,ducks.jpg,11100110010110111101011101111001,00111001000100000000000011010001,0.375000,0,3598,0,44.1711,"188,88,318,218"
dwsf_q50_s3.0,three_sources_extreme_downsize,resize_0.5_jpeg70,oracle_box_raw,1,ducks.jpg,11100110010110111101011101111001,00000000000000000000000000000000,0.000000,0,0,1,44.1711,"188,88,318,218"
dwsf_q50_s3.0,three_sources_extreme_downsize,resize_0.5_jpeg70,must_mer_resize,1,ducks.jpg,11100110010110111101011101111001,00000000000000000000000000000000,0.000000,0,0,1,44.1711,"188,88,318,218"
dwsf_q50_s3.0,three_sources_extreme_downsize,resize_0.5_jpeg70,global_full_canvas,2,gauguin_256.jpg,11101110111011000111100001000010,00111001000100000000000011010001,0.375000,0,3598,0,44.1711,"336,260,466,390"
dwsf_q50_s3.0,three_sources_extreme_downsize,resize_0.5_jpeg70,oracle_box_raw,2,gauguin_256.jpg,11101110111011000111100001000010,00000000000000000000000000000000,0.000000,0,0,1,44.1711,"336,260,466,390"
dwsf_q50_s3.0,three_sources_extreme_downsize,resize_0.5_jpeg70,must_mer_resize,2,gauguin_256.jpg,11101110111011000111100001000010,00000000000000000000000000000000,0.000000,0,0,1,44.1711,"336,260,466,390"
dwsf_q50_s3.0,three_sources_crop_feather,none,global_full_canvas,0,alpaca.jpg,11110000101101111111011110100010,00100000010000100000001011001000,0.406250,0,2394,0,41.8768,"40,280,216,456"
dwsf_q50_s3.0,three_sources_crop_feather,none,oracle_box_raw,0,alpaca.jpg,11110000101101111111011110100010,11110000101101111111011110100010,1.000000,1,28236,0,41.8768,"40,280,216,456"
dwsf_q50_s3.0,three_sources_crop_feather,none,must_mer_resize,0,alpaca.jpg,11110000101101111111011110100010,11110000101101111111011110100010,1.000000,1,28403,0,41.8768,"40,280,216,456"
dwsf_q50_s3.0,three_sources_crop_feather,none,global_full_canvas,1,ducks.jpg,11100110010110111101011101111001,00100000010000100000001011001000,0.500000,0,2394,0,41.8768,"166,36,342,212"
dwsf_q50_s3.0,three_sources_crop_feather,none,oracle_box_raw,1,ducks.jpg,11100110010110111101011101111001,11100110010110111101011101111001,1.000000,1,29785,0,41.8768,"166,36,342,212"
dwsf_q50_s3.0,three_sources_crop_feather,none,must_mer_resize,1,ducks.jpg,11100110010110111101011101111001,11100110010110111101011101111001,1.000000,1,29725,0,41.8768,"166,36,342,212"
dwsf_q50_s3.0,three_sources_crop_feather,none,global_full_canvas,2,gauguin_256.jpg,11101110111011000111100001000010,00100000010000100000001011001000,0.437500,0,2394,0,41.8768,"300,244,484,428"
dwsf_q50_s3.0,three_sources_crop_feather,none,oracle_box_raw,2,gauguin_256.jpg,11101110111011000111100001000010,11101110111011000111100001000010,1.000000,1,25353,0,41.8768,"300,244,484,428"
dwsf_q50_s3.0,three_sources_crop_feather,none,must_mer_resize,2,gauguin_256.jpg,11101110111011000111100001000010,11101110111011000111100001000010,1.000000,1,24994,0,41.8768,"300,244,484,428"
dwsf_q50_s3.0,three_sources_crop_feather,jpeg_q70,global_full_canvas,0,alpaca.jpg,11110000101101111111011110100010,10100000000000000010001011001000,0.468750,0,2528,0,41.8768,"40,280,216,456"
dwsf_q50_s3.0,three_sources_crop_feather,jpeg_q70,oracle_box_raw,0,alpaca.jpg,11110000101101111111011110100010,00000000000000000000000000000000,0.375000,0,1886,0,41.8768,"40,280,216,456"
dwsf_q50_s3.0,three_sources_crop_feather,jpeg_q70,must_mer_resize,0,alpaca.jpg,11110000101101111111011110100010,00000100000000000000000000000010,0.375000,0,2005,0,41.8768,"40,280,216,456"
dwsf_q50_s3.0,three_sources_crop_feather,jpeg_q70,global_full_canvas,1,ducks.jpg,11100110010110111101011101111001,10100000000000000010001011001000,0.437500,0,2528,0,41.8768,"166,36,342,212"
dwsf_q50_s3.0,three_sources_crop_feather,jpeg_q70,oracle_box_raw,1,ducks.jpg,11100110010110111101011101111001,00001001011000100010011010000000,0.312500,0,4575,0,41.8768,"166,36,342,212"
dwsf_q50_s3.0,three_sources_crop_feather,jpeg_q70,must_mer_resize,1,ducks.jpg,11100110010110111101011101111001,00001001011000100010011110000000,0.343750,0,4975,0,41.8768,"166,36,342,212"
dwsf_q50_s3.0,three_sources_crop_feather,jpeg_q70,global_full_canvas,2,gauguin_256.jpg,11101110111011000111100001000010,10100000000000000010001011001000,0.500000,0,2528,0,41.8768,"300,244,484,428"
dwsf_q50_s3.0,three_sources_crop_feather,jpeg_q70,oracle_box_raw,2,gauguin_256.jpg,11101110111011000111100001000010,00000011000001000000000010000010,0.500000,0,129,0,41.8768,"300,244,484,428"
dwsf_q50_s3.0,three_sources_crop_feather,jpeg_q70,must_mer_resize,2,gauguin_256.jpg,11101110111011000111100001000010,00000011000001000000000010010000,0.437500,0,693,0,41.8768,"300,244,484,428"
dwsf_q50_s3.0,three_sources_crop_feather,jpeg_q50,global_full_canvas,0,alpaca.jpg,11110000101101111111011110100010,00000000000000000000000000000000,0.000000,0,0,1,41.8768,"40,280,216,456"
dwsf_q50_s3.0,three_sources_crop_feather,jpeg_q50,oracle_box_raw,0,alpaca.jpg,11110000101101111111011110100010,01000000000000000000000001000001,0.343750,0,820,0,41.8768,"40,280,216,456"
dwsf_q50_s3.0,three_sources_crop_feather,jpeg_q50,must_mer_resize,0,alpaca.jpg,11110000101101111111011110100010,01000000000000000000000001000001,0.343750,0,666,0,41.8768,"40,280,216,456"
dwsf_q50_s3.0,three_sources_crop_feather,jpeg_q50,global_full_canvas,1,ducks.jpg,11100110010110111101011101111001,00000000000000000000000000000000,0.000000,0,0,1,41.8768,"166,36,342,212"
dwsf_q50_s3.0,three_sources_crop_feather,jpeg_q50,oracle_box_raw,1,ducks.jpg,11100110010110111101011101111001,00000000000000000000000000000000,0.343750,0,5857,0,41.8768,"166,36,342,212"
dwsf_q50_s3.0,three_sources_crop_feather,jpeg_q50,must_mer_resize,1,ducks.jpg,11100110010110111101011101111001,00000000000000000000000000000000,0.343750,0,6673,0,41.8768,"166,36,342,212"
dwsf_q50_s3.0,three_sources_crop_feather,jpeg_q50,global_full_canvas,2,gauguin_256.jpg,11101110111011000111100001000010,00000000000000000000000000000000,0.000000,0,0,1,41.8768,"300,244,484,428"
dwsf_q50_s3.0,three_sources_crop_feather,jpeg_q50,oracle_box_raw,2,gauguin_256.jpg,11101110111011000111100001000010,01100100000000000000000001000001,0.562500,0,1122,0,41.8768,"300,244,484,428"
dwsf_q50_s3.0,three_sources_crop_feather,jpeg_q50,must_mer_resize,2,gauguin_256.jpg,11101110111011000111100001000010,00000000000000000000000000000000,0.000000,0,0,1,41.8768,"300,244,484,428"
dwsf_q50_s3.0,three_sources_crop_feather,resize_0.5_jpeg70,global_full_canvas,0,alpaca.jpg,11110000101101111111011110100010,10100000010000000010011011001100,0.437500,0,2791,0,41.8768,"40,280,216,456"
dwsf_q50_s3.0,three_sources_crop_feather,resize_0.5_jpeg70,oracle_box_raw,0,alpaca.jpg,11110000101101111111011110100010,00100000000010000000000000000000,0.375000,0,4889,0,41.8768,"40,280,216,456"
dwsf_q50_s3.0,three_sources_crop_feather,resize_0.5_jpeg70,must_mer_resize,0,alpaca.jpg,11110000101101111111011110100010,01100000001000000000001000000000,0.500000,0,3672,0,41.8768,"40,280,216,456"
dwsf_q50_s3.0,three_sources_crop_feather,resize_0.5_jpeg70,global_full_canvas,1,ducks.jpg,11100110010110111101011101111001,10100000010000000010011011001100,0.468750,0,2791,0,41.8768,"166,36,342,212"
dwsf_q50_s3.0,three_sources_crop_feather,resize_0.5_jpeg70,oracle_box_raw,1,ducks.jpg,11100110010110111101011101111001,00000001001000000000010010000000,0.281250,0,3199,0,41.8768,"166,36,342,212"
dwsf_q50_s3.0,three_sources_crop_feather,resize_0.5_jpeg70,must_mer_resize,1,ducks.jpg,11100110010110111101011101111001,00000001001000000000010010000000,0.281250,0,4077,0,41.8768,"166,36,342,212"
dwsf_q50_s3.0,three_sources_crop_feather,resize_0.5_jpeg70,global_full_canvas,2,gauguin_256.jpg,11101110111011000111100001000010,10100000010000000010011011001100,0.468750,0,2791,0,41.8768,"300,244,484,428"
dwsf_q50_s3.0,three_sources_crop_feather,resize_0.5_jpeg70,oracle_box_raw,2,gauguin_256.jpg,11101110111011000111100001000010,01100100000000001000000001000000,0.562500,0,2945,0,41.8768,"300,244,484,428"
dwsf_q50_s3.0,three_sources_crop_feather,resize_0.5_jpeg70,must_mer_resize,2,gauguin_256.jpg,11101110111011000111100001000010,01100100000001001000000000000000,0.562500,0,4052,0,41.8768,"300,244,484,428"
